"","Species","Pop_ID","Pop_Name","CU_ID","lat","lon","FAZ","MAZ","JAZ","FWA_WATERSHED_CODE","Pop_UID"
"CU-22.3365","Sk","3365","BETTY FRANK'S-LAKE SHORE","CU-22",52.72205643,-120.8599504,"MFR","GStr","MFR+GStr","100-458399-741437-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3365"
"CU-22.3342","Sk","3342","BIG SLIDE-LAKE SHORE","CU-22",52.60429232,-120.4943988,"MFR","GStr","MFR+GStr","100-458399-951331-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3342"
"CU-22.3343","Sk","3343","BIG SLIDE-LAKE SHORE-1KM W","CU-22",52.520373,-120.938721,"MFR","GStr","MFR+GStr","100-458399-782402-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3343"
"CU-22.45070","Sk","45070","BILL MINER CREEK","CU-22",52.58170111,-120.5620894,"MFR","GStr","MFR+GStr","100-458399-928132-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45070"
"CU-22.3344","Sk","3344","BILL MINER CREEK-LAKE SHORE","CU-22",52.58192397,-120.5569187,"MFR","GStr","MFR+GStr","100-458399-928132-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3344"
"CU-22.3345","Sk","3345","BILL MINER CREEK-LAKE SHORE-3KM W","CU-22",52.57279818,-120.6088624,"MFR","GStr","MFR+GStr","100-458399-909412-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3345"
"CU-22.45073","Sk","45073","BLUE LEAD CREEK","CU-22",52.61570352,-120.3838655,"MFR","GStr","MFR+GStr","100-458399-988239-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45073"
"CU-22.3346","Sk","3346","BLUE LEAD CREEK-LAKE SHORE","CU-22",52.615223,-120.3815241,"MFR","GStr","MFR+GStr","100-458399-988239-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3346"
"CU-22.45066","Sk","45066","BOULDERY CREEK","CU-22",52.51046296,-120.6877112,"MFR","GStr","MFR+GStr","100-458399-859988-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45066"
"CU-22.3348","Sk","3348","BOULDERY CREEK-E-LAKE SHORE","CU-22",52.51103511,-120.6878281,"MFR","GStr","MFR+GStr","100-458399-859988-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3348"
"CU-22.3347","Sk","3347","BOULDERY CREEK-LAKE SHORE","CU-22",52.51019936,-120.689054,"MFR","GStr","MFR+GStr","100-458399-859988-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3347"
"CU-22.61010","Sk","61010","BOWLING CREEK","CU-22",52.72205643,-120.8599504,"MFR","GStr","MFR+GStr","100-458399-741437-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.61010"
"CU-22.61078","Sk","61078","BOWLING CREEK-LAKE SHORE","CU-22",52.72267434,-120.8593811,"MFR","GStr","MFR+GStr","100-458399-741437-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.61078"
"CU-22.3366","Sk","3366","BOWLING POINT","CU-22",52.72205643,-120.8599504,"MFR","GStr","MFR+GStr","100-458399-741437-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3366"
"CU-22.3382","Sk","3382","BOWLING POINT TO GOOSE POINT","CU-22",52.72985497,-120.851015,"MFR","GStr","MFR+GStr","100-458399-741364-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3382"
"CU-22.45067","Sk","45067","BUCKINGHAM CREEK/MFR","CU-22",52.55247852,-120.6938616,"MFR","GStr","MFR+GStr","100-458399-880312-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45067"
"CU-22.45061","Sk","45061","CAMERON CREEK/MFR","CU-22",52.82644752,-120.8090557,"MFR","GStr","MFR+GStr","100-458399-740856-516642-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45061"
"CU-22.45077","Sk","45077","DECEPTION POINT","CU-22",52.6533333333,-120.952777778,"MFR","GStr","MFR+GStr","100-458399-741727-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45077"
"CU-22.45057","Sk","45057","DEVOE CREEK","CU-22",52.64785974,-120.9926854,"MFR","GStr","MFR+GStr","100-458399-739961-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45057"
"CU-22.3367","Sk","3367","DEVOE CREEK-LAKE SHORE","CU-22",52.64880367,-120.9907587,"MFR","GStr","MFR+GStr","100-458399-739985-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3367"
"CU-22.3349","Sk","3349","DOUBLE T-LAKE SHORE","CU-22",52.502517,-120.985979,"MFR","GStr","MFR+GStr","100-458399-766835-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3349"
"CU-22.3350","Sk","3350","ELYSIA SHORE","CU-22",52.51657269,-121.0469811,"MFR","GStr","MFR+GStr","100-458399-750428-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3350"
"CU-22.3413","Sk","3413","ELYSIA SHORE-1KM W","CU-22",52.51668336,-121.0472747,"MFR","GStr","MFR+GStr","100-458399-750428-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3413"
"CU-22.45068","Sk","45068","FRANKS CREEK","CU-22",52.56589551,-120.6799283,"MFR","GStr","MFR+GStr","100-458399-887414-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45068"
"CU-22.3351","Sk","3351","FRANKS CREEK-LAKE SHORE","CU-22",52.56697045,-120.6766646,"MFR","GStr","MFR+GStr","100-458399-887887-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3351"
"CU-22.3078","Sk","3078","GOOSE CREEK/MFR","CU-22",52.74890615,-120.8353937,"MFR","GStr","MFR+GStr","100-458399-741171-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3078"
"CU-22.3369","Sk","3369","GOOSE CREEK-LAKE SHORE 0.8KM S","CU-22",52.74754944,-120.8361346,"MFR","GStr","MFR+GStr","100-458399-741171-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3369"
"CU-22.61079","Sk","61079","GOOSE CREEK-S-LAKE SHORE","CU-22",52.75182898,-120.836885,"MFR","GStr","MFR+GStr","100-458399-741171-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.61079"
"CU-22.3368","Sk","3368","GOOSE POINT-LAKE SHORE","CU-22",52.75378888,-120.8364488,"MFR","GStr","MFR+GStr","100-458399-741171-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3368"
"CU-22.3370","Sk","3370","GOOSE POINT-LAKE SHORE-5 KM S","CU-22",52.75019071,-120.837015,"MFR","GStr","MFR+GStr","100-458399-741171-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3370"
"CU-22.45055","Sk","45055","GRAIN CREEK","CU-22",52.60138297,-121.0200541,"MFR","GStr","MFR+GStr","100-458399-739815-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45055"
"CU-22.3371","Sk","3371","GRAIN CREEK-LAKE SHORE","CU-22",52.60208859,-121.019542,"MFR","GStr","MFR+GStr","100-458399-739815-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3371"
"CU-22.45039","Sk","45039","HAZELTINE CREEK","CU-22",52.50002905,-121.5033653,"MFR","GStr","MFR+GStr","100-458399-585335-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45039"
"CU-22.45100","Sk","45100","HORSEFLY CHANNEL","CU-22",52.34,-121.4014,"MFR","GStr","MFR+GStr","100-458399-638146-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45100"
"CU-22.45101","Sk","45101","HORSEFLY LAKE","CU-22",52.35941766,-121.3168397,"MFR","GStr","MFR+GStr","100-458399-638146-160656-128245-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45101"
"CU-22.46893","Sk","46893","HORSEFLY RIVER","CU-22",52.46540443,-121.3887587,"MFR","GStr","MFR+GStr","100-458399-638146-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.46893"
"CU-22.45097","Sk","45097","HORSEFLY RIVER-UPPER","CU-22",52.34135176,-121.4036967,"MFR","GStr","MFR+GStr","100-458399-638146-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45097"
"CU-22.3352","Sk","3352","HURRICANE POINT SHORE","CU-22",52.544874,-121.02483,"MFR","GStr","MFR+GStr","100-458399-742187-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3352"
"CU-22.45064","Sk","45064","ISAIAH CREEK","CU-22",52.65278849,-120.9514986,"MFR","GStr","MFR+GStr","100-458399-741727-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45064"
"CU-22.3079","Sk","3079","JUNCTION CREEK","CU-22",52.56041038,-120.9933749,"MFR","GStr","MFR+GStr","100-458399-742114-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3079"
"CU-22.3353","Sk","3353","JUNCTION CREEK-LAKE SHORE","CU-22",52.56330782,-120.9985808,"MFR","GStr","MFR+GStr","100-458399-742114-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3353"
"CU-22.45072","Sk","45072","KILLDOG CREEK","CU-22",52.59090242,-120.41019,"MFR","GStr","MFR+GStr","100-458399-975266-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45072"
"CU-22.3354","Sk","3354","KILLDOG CREEK-LAKE SHORE","CU-22",52.59357088,-120.4065321,"MFR","GStr","MFR+GStr","100-458399-975266-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3354"
"CU-22.3372","Sk","3372","LESTER SHORE","CU-22",52.72773681,-120.8524594,"MFR","GStr","MFR+GStr","100-458399-741388-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3372"
"CU-22.3262","Sk","3262","LIMESTONE CREEK/MFR","CU-22",52.73458526,-120.8826813,"MFR","GStr","MFR+GStr","100-458399-740445-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3262"
"CU-22.3373","Sk","3373","LIMESTONE PIONT-LAKE SHORE","CU-22",52.73801707,-120.8638702,"MFR","GStr","MFR+GStr","100-458399-740493-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3373"
"CU-22.3374","Sk","3374","LIMESTONE PIONT-LAKE SHORE-S","CU-22",52.7375149498,-120.870054572,"MFR","GStr","MFR+GStr","100-458399-740493-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3374"
"CU-22.46903","Sk","46903","LITTLE HORSEFLY RIVER","CU-22",52.36180586,-121.3968828,"MFR","GStr","MFR+GStr","100-458399-638146-160656-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.46903"
"CU-22.3375","Sk","3375","LOGGER LANDING","CU-22",52.73502954,-120.8428468,"MFR","GStr","MFR+GStr","100-458399-741243-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3375"
"CU-22.45058","Sk","45058","LONG CREEK","CU-22",52.66742351,-120.9628713,"MFR","GStr","MFR+GStr","100-458399-740057-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45058"
"CU-22.3376","Sk","3376","LONG CREEK-LAKE SHORE","CU-22",52.67150157,-120.9550883,"MFR","GStr","MFR+GStr","100-458399-740082-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3376"
"CU-22.45069","Sk","45069","LYNX CREEK","CU-22",52.58720542,-120.6562168,"MFR","GStr","MFR+GStr","100-458399-896864-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45069"
"CU-22.3355","Sk","3355","LYNX CREEK-LAKE SHORE","CU-22",52.58400806,-120.64216,"MFR","GStr","MFR+GStr","100-458399-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3355"
"CU-22.45059","Sk","45059","MARTEN CREEK","CU-22",52.71901947,-120.9026506,"MFR","GStr","MFR+GStr","100-458399-740348-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45059"
"CU-22.3377","Sk","3377","MARTEN CREEK-LAKE SHORE","CU-22",52.71980452,-120.8989546,"MFR","GStr","MFR+GStr","100-458399-740348-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3377"
"CU-22.45043","Sk","45043","MCKINLEY CREEK","CU-22",52.28894348,-121.0693469,"MFR","GStr","MFR+GStr","100-458399-638146-468647-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45043"
"CU-22.45098","Sk","45098","MCKINLEY CREEK-UPPER","CU-22",52.26198851,-120.9029853,"MFR","GStr","MFR+GStr","100-458399-638146-468647-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45098"
"CU-22.46913","Sk","46913","MITCHELL RIVER","CU-22",52.77875315,-120.8037479,"MFR","GStr","MFR+GStr","100-458399-740856-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.46913"
"CU-22.45042","Sk","45042","MOFFAT CREEK","CU-22",52.32665921,-121.4093535,"MFR","GStr","MFR+GStr","100-458399-638146-204099-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45042"
"CU-22.45071","Sk","45071","NIAGARA CREEK","CU-22",52.60451156,-120.428213,"MFR","GStr","MFR+GStr","100-458399-972874-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45071"
"CU-22.3386","Sk","3386","NORTH ARM UNNAMED COVE-LAKE SHORE","CU-22",52.66033736,-120.9741545,"MFR","GStr","MFR+GStr","100-458399-740009-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3386"
"CU-22.3378","Sk","3378","OPA BEACH-LAKE SHORE","CU-22",52.58639599,-121.036853,"MFR","GStr","MFR+GStr","100-458399-739694-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3378"
"CU-22.3379","Sk","3379","PENFOLD CAMP-LAKE SHORE","CU-22",52.76968813,-120.7956865,"MFR","GStr","MFR+GStr","100-458399-740953-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3379"
"CU-22.45060","Sk","45060","PENFOLD CREEK","CU-22",52.78271847,-120.7965581,"MFR","GStr","MFR+GStr","100-458399-740856-413637-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45060"
"CU-22.3356","Sk","3356","QUARTZ POINT SHORE","CU-22",52.49153006,-120.8824779,"MFR","GStr","MFR+GStr","100-458399-800162-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3356"
"CU-22.45099","Sk","45099","QUESNEL LAKE","CU-22",52.60110592,-121.5470768,"MFR","GStr","MFR+GStr","100-458399-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.45099"
"CU-22.69054","Sk","69054","QUESNEL LAKE","CU-22",52.60110592,-121.5470768,"MFR","GStr","MFR+GStr","100-458399-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.69054"
"CU-22.3080","Sk","3080","QUESNEL LAKE EAST ARM-UNNAMED CREEK #1","CU-22",52.61257648,-120.3507932,"MFR","GStr","MFR+GStr","100-458399-997410-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","CU-22.3080"
